report_id,report_type,date,location,activity,barrier_failure,observed_severity,report_text,sif_potential,life_saving_rule,data_source
SYN-OIL-07726,Incident,2019-02-18,Unit 2,journey to the worksite,guard/interlock,Moderate,A minor procedural observation was recorded during journey to the worksite. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07727,UA/UC Observation,2017-04-06,Unit 4,light vehicle movement,barricading,Low,"During light vehicle movement, personnel were exposed because barricading was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07728,Near-Miss,2022-07-15,Unit 1,simultaneous operations,communication,High,"During simultaneous operations, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07729,UA/UC Observation,2016-04-16,Unit 1,permit-to-work activity,no barrier identified,Low,"While carrying out permit-to-work activity, the team identified a loss of control involving no barrier identified. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07730,UA/UC Observation,2015-10-11,Unit 3,lifting and rigging,fall protection,Moderate,A routine observation during lifting and rigging identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07731,UA/UC Observation,2019-01-07,Unit 3,electrical maintenance,lifting plan,High,"During electrical maintenance, personnel were exposed because lifting plan was ineffective. The task was stopped before escalation. The observation was made at Unit 3.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07732,Near-Miss,2017-04-07,Unit 1,rigging operation,supervision,High,"During rigging operation, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07733,Incident,2021-10-16,Unit 1,lifting and rigging,no barrier identified,Low,"During lifting and rigging, an unexpected condition was observed. The no barrier identified was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 1.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07734,UA/UC Observation,2015-05-05,Unit 1,work inside a pit,permit verification,Moderate,"During work inside a pit, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07735,Near-Miss,2020-06-22,Unit 1,gas cutting,permit verification,Low,"A report was raised after gas cutting. permit verification was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07736,Near-Miss,2021-05-06,Unit 3,light vehicle movement,fall protection,Moderate,"During inspection, fall protection needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07737,Incident,2015-02-04,Unit 3,journey to the worksite,fall protection,Low,"A report was raised after journey to the worksite. fall protection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07738,Near-Miss,2019-09-05,Unit 4,hoisting,gas testing,Low,A minor procedural observation was recorded during hoisting. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07739,Incident,2015-09-09,Unit 4,entry into a vessel,barricading,High,"During entry into a vessel, personnel were exposed because barricading was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07740,UA/UC Observation,2018-02-05,Unit 2,pressure testing,supervision,Low,A minor procedural observation was recorded during pressure testing. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07741,UA/UC Observation,2021-08-21,Unit 3,gas cutting,tool inspection,Low,"While carrying out gas cutting, the team identified a loss of control involving tool inspection. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07742,Incident,2019-04-12,Unit 3,crossing a safety barrier,communication,Low,"During inspection, communication needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07743,Incident,2020-09-04,Unit 3,gas cutting,tool inspection,Low,"A report was raised after gas cutting. tool inspection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07744,Incident,2021-01-21,Unit 4,load transfer,tool inspection,Moderate,A routine observation during load transfer identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 4.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07745,Incident,2020-04-27,Unit 1,welding,lifting plan,Moderate,"While carrying out welding, the team identified a loss of control involving lifting plan. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07746,UA/UC Observation,2023-12-07,Unit 1,electrical maintenance,no barrier identified,High,"During inspection, no barrier identified needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07747,Incident,2021-03-26,Unit 1,vehicle reversing,procedure compliance,Low,"During vehicle reversing, an unexpected condition was observed. The procedure compliance was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 1.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07748,UA/UC Observation,2023-03-02,Unit 1,vehicle reversing,guard/interlock,Moderate,"During inspection, guard/interlock needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07749,Near-Miss,2022-02-18,Unit 1,light vehicle movement,permit verification,High,"During light vehicle movement, personnel were exposed because permit verification was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07750,Near-Miss,2020-11-27,Unit 4,entry into a vessel,procedure compliance,Moderate,A minor procedural observation was recorded during entry into a vessel. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07751,Incident,2018-11-19,Unit 2,grinding,supervision,High,"During grinding, personnel were exposed because supervision was ineffective. The task was stopped before escalation. The observation was made at Unit 2.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07752,Incident,2019-11-01,Unit 3,general site inspection,no barrier identified,Low,A routine observation during general site inspection identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07753,Incident,2024-05-13,Unit 2,valve maintenance,guard/interlock,Low,"A report was raised after valve maintenance. guard/interlock was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07754,UA/UC Observation,2021-09-02,Unit 3,overriding a safety alarm,guard/interlock,Moderate,"During inspection, guard/interlock needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07755,Near-Miss,2024-06-13,Unit 3,vehicle reversing,tool inspection,High,"A report was raised after vehicle reversing. tool inspection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07756,UA/UC Observation,2018-06-29,Unit 3,pump maintenance,procedure compliance,Moderate,"During inspection, procedure compliance needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07757,UA/UC Observation,2016-01-25,Unit 4,platform maintenance,permit verification,Low,"During platform maintenance, personnel were exposed because permit verification was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07758,UA/UC Observation,2022-06-25,Unit 1,manhole entry,isolation and lockout,Low,A minor procedural observation was recorded during manhole entry. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 1.,Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07759,Incident,2022-02-01,Unit 3,pressure testing,gas testing,Low,"While carrying out pressure testing, the team identified a loss of control involving gas testing. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 3.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07760,Incident,2018-06-19,Unit 1,work inside a pit,guard/interlock,Moderate,A minor procedural observation was recorded during work inside a pit. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 1.,Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07761,UA/UC Observation,2020-02-18,Unit 4,pipeline intervention,lifting plan,Low,"During pipeline intervention, an unexpected condition was observed. The lifting plan was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07762,Near-Miss,2025-01-18,Unit 3,electrical maintenance,no barrier identified,Low,A routine observation during electrical maintenance identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07763,Incident,2025-01-20,Unit 4,disabling a trip system,procedure compliance,Low,"While carrying out disabling a trip system, the team identified a loss of control involving procedure compliance. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07764,UA/UC Observation,2021-11-07,Unit 3,equipment movement,tool inspection,High,A minor procedural observation was recorded during equipment movement. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07765,UA/UC Observation,2019-10-30,Unit 3,gas cutting,communication,Low,"A report was raised after gas cutting. communication was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07766,Incident,2019-09-20,Unit 3,light vehicle movement,supervision,High,A routine observation during light vehicle movement identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07767,Near-Miss,2018-09-15,Unit 3,ladder work,PPE,Low,"During ladder work, an unexpected condition was observed. The PPE was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07768,UA/UC Observation,2015-07-13,Unit 3,pressure testing,PPE,High,A minor procedural observation was recorded during pressure testing. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 3.,Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07769,Incident,2021-08-25,Unit 2,lifting and rigging,fall protection,Low,"During lifting and rigging, an unexpected condition was observed. The fall protection was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07770,Incident,2018-09-12,Unit 2,vehicle reversing,tool inspection,Moderate,A minor procedural observation was recorded during vehicle reversing. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07771,UA/UC Observation,2016-02-11,Unit 3,welding,exclusion zone,Low,"A report was raised after welding. exclusion zone was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07772,Near-Miss,2025-10-24,Unit 3,work inside a pit,communication,Low,"During inspection, communication needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07773,UA/UC Observation,2020-10-22,Unit 2,journey to the worksite,procedure compliance,Low,"A report was raised after journey to the worksite. procedure compliance was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07774,UA/UC Observation,2016-11-26,Unit 2,crane lifting,barricading,Low,A minor procedural observation was recorded during crane lifting. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07775,UA/UC Observation,2021-09-01,Unit 3,lifting and rigging,guard/interlock,Low,"A report was raised after lifting and rigging. guard/interlock was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07776,Incident,2025-01-14,Unit 3,rigging operation,isolation and lockout,Low,A routine observation during rigging operation identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 3.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07777,UA/UC Observation,2022-04-08,Unit 4,maintenance job,supervision,Moderate,"During maintenance job, an unexpected condition was observed. The supervision was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07778,Near-Miss,2025-05-11,Unit 3,ladder work,guard/interlock,Low,"During inspection, guard/interlock needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 3.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07779,Near-Miss,2024-02-20,Unit 1,temporary bypass of an interlock,PPE,High,"While carrying out temporary bypass of an interlock, the team identified a loss of control involving PPE. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07780,Incident,2024-12-18,Unit 4,simultaneous operations,exclusion zone,Moderate,"During simultaneous operations, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 4.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07781,UA/UC Observation,2019-07-03,Unit 2,rigging operation,isolation and lockout,Low,"A report was raised after rigging operation. isolation and lockout was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07782,UA/UC Observation,2022-11-30,Unit 4,valve maintenance,guard/interlock,High,A routine observation during valve maintenance identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 4.,Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07783,Near-Miss,2022-09-17,Unit 1,pump maintenance,vehicle segregation,High,"While carrying out pump maintenance, the team identified a loss of control involving vehicle segregation. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 1.",SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07784,Near-Miss,2015-04-06,Unit 1,crane lifting,permit verification,High,A routine observation during crane lifting identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 1.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07785,Incident,2022-03-09,Unit 3,load transfer,permit verification,Moderate,"During load transfer, an unexpected condition was observed. The permit verification was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07786,UA/UC Observation,2025-08-21,Unit 2,disabling a trip system,gas testing,Low,A minor procedural observation was recorded during disabling a trip system. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07787,UA/UC Observation,2019-04-28,Unit 1,load transfer,guard/interlock,Moderate,"A report was raised after load transfer. guard/interlock was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07788,UA/UC Observation,2017-01-09,Unit 2,contractor work,isolation and lockout,Moderate,"During inspection, isolation and lockout needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07789,Incident,2018-03-07,Unit 2,disabling a trip system,supervision,Low,"During disabling a trip system, an unexpected condition was observed. The supervision was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 2.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07790,UA/UC Observation,2021-03-11,Unit 1,equipment movement,permit verification,Low,"During equipment movement, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 1.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07791,Incident,2024-12-13,Unit 1,crossing a safety barrier,fall protection,Low,"A report was raised after crossing a safety barrier. fall protection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07792,Near-Miss,2015-11-29,Unit 2,office observation,PPE,Low,A routine observation during office observation identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07793,Incident,2020-12-28,Unit 3,roof inspection,procedure compliance,High,"During roof inspection, personnel were exposed because procedure compliance was ineffective. The task was stopped before escalation. The observation was made at Unit 3.",SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07794,UA/UC Observation,2016-02-03,Unit 1,office observation,fall protection,Low,"During inspection, fall protection needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07795,UA/UC Observation,2020-09-25,Unit 1,contractor work,fall protection,Low,"During contractor work, personnel were exposed because fall protection was ineffective. The task was stopped before escalation. The observation was made at Unit 1.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07796,Incident,2016-05-27,Unit 2,platform maintenance,vehicle segregation,Low,"During inspection, vehicle segregation needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 2.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07797,Near-Miss,2016-06-11,Unit 4,hoisting,supervision,Low,"During hoisting, personnel were exposed because supervision was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07798,Near-Miss,2018-10-12,Unit 4,light vehicle movement,communication,Low,A minor procedural observation was recorded during light vehicle movement. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 4.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07799,UA/UC Observation,2024-06-26,Unit 2,simultaneous operations,isolation and lockout,High,"A report was raised after simultaneous operations. isolation and lockout was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 2.",SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07800,UA/UC Observation,2022-12-31,Unit 1,gas cutting,barricading,High,"During inspection, barricading needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07801,Near-Miss,2021-12-01,Unit 4,hoisting,communication,Low,"While carrying out hoisting, the team identified a loss of control involving communication. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07802,UA/UC Observation,2024-08-29,Unit 3,simultaneous operations,guard/interlock,Low,"During simultaneous operations, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Work Authorisation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07803,Incident,2023-09-06,Unit 4,equipment movement,no barrier identified,Moderate,"During equipment movement, an unexpected condition was observed. The no barrier identified was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 4.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07804,Near-Miss,2016-11-25,Unit 2,manhole entry,supervision,High,"During manhole entry, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07805,Near-Miss,2016-12-06,Unit 4,work inside a pit,lifting plan,Low,"A report was raised after work inside a pit. lifting plan was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 4.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07806,UA/UC Observation,2017-02-08,Unit 1,electrical maintenance,barricading,Low,"During inspection, barricading needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Energy Isolation,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07807,Near-Miss,2021-08-24,Unit 1,hot-work repair,tool inspection,High,"During hot-work repair, an unexpected condition was observed. The tool inspection was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07808,Incident,2023-05-10,Unit 1,platform maintenance,vehicle segregation,Moderate,"During inspection, vehicle segregation needed improvement, but the task remained controlled and no credible SIF scenario was identified. The observation was made at Unit 1.",Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07809,Incident,2016-08-06,Unit 4,rigging operation,tool inspection,Low,"While carrying out rigging operation, the team identified a loss of control involving tool inspection. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 4.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07810,UA/UC Observation,2023-07-03,Unit 2,platform maintenance,supervision,Low,A routine observation during platform maintenance identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Working at Height,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07811,Near-Miss,2018-02-18,Unit 3,hose handling,lifting plan,Low,"During hose handling, an unexpected condition was observed. The lifting plan was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 3.",SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07812,Near-Miss,2015-09-29,Unit 2,lifting and rigging,communication,Low,"During lifting and rigging, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 2.",Non-SIF-potential,Line of Fire,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07813,Near-Miss,2022-10-10,Unit 1,hot-work repair,permit verification,High,"During hot-work repair, an unexpected condition was observed. The permit verification was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 1.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07814,Incident,2020-07-01,Unit 2,general site inspection,tool inspection,Moderate,A routine observation during general site inspection identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Other/No Life-Saving Rule,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07815,UA/UC Observation,2018-06-15,Unit 4,hot-work repair,vehicle segregation,Low,"During hot-work repair, personnel were exposed because vehicle segregation was ineffective. The task was stopped before escalation. The observation was made at Unit 4.",SIF-potential,Hot Work,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07816,Near-Miss,2024-09-08,Unit 2,vehicle reversing,barricading,Low,A routine observation during vehicle reversing identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 2.,Non-SIF-potential,Driving,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07817,UA/UC Observation,2021-11-07,Unit 1,crossing a safety barrier,communication,High,"During crossing a safety barrier, an unexpected condition was observed. The communication was missing or ineffective and personnel were potentially exposed to a high-energy event. The observation was made at Unit 1.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07818,Incident,2023-09-03,Unit 1,load transfer,fall protection,Low,A routine observation during load transfer identified a low-risk deviation. The issue was corrected immediately and no significant energy source was involved. The observation was made at Unit 1.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07819,Incident,2017-08-12,Unit 3,load transfer,permit verification,Low,"A report was raised after load transfer. permit verification was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 3.",SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07820,Near-Miss,2017-11-14,Unit 2,load transfer,PPE,Moderate,A minor procedural observation was recorded during load transfer. The condition was corrected without exposure to a high-energy hazard. The observation was made at Unit 2.,Non-SIF-potential,Safe Mechanical Lifting,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07821,UA/UC Observation,2021-07-25,Unit 2,entry into a vessel,tool inspection,High,"While carrying out entry into a vessel, the team identified a loss of control involving tool inspection. No serious injury occurred, but the scenario had credible SIF potential. The observation was made at Unit 2.",SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07822,UA/UC Observation,2017-06-11,Unit 3,entry into a vessel,gas testing,Moderate,"During entry into a vessel, a minor housekeeping issue was observed and corrected. The condition did not create a credible high-consequence exposure. The observation was made at Unit 3.",Non-SIF-potential,Confined Space,SYNTHETIC_PROTOTYPE_DATA
SYN-OIL-07823,Near-Miss,2023-04-03,Unit 1,overriding a safety alarm,tool inspection,Low,"A report was raised after overriding a safety alarm. tool inspection was not adequately verified, creating a credible high-consequence exposure. The observation was made at Unit 1.",SIF-potential,Bypassing Safety Controls,SYNTHETIC_PROTOTYPE_DATA
