record_id,source,source_record_id,event_date,industry,report_type,event_type,description,what_went_wrong,corrective_action,cause,causal_factors,hazard,activity,location,equipment,worker_involvement,worker_exposure,injury_type,severity,hospitalization,amputation,loss_of_eye,fatality,high_potential,energy_vector,barrier_status,barrier_failure,life_saving_rule,sif_label,sif_label_source,data_quality,provenance
OSHA-2015010478,OSHA,2015010478,1/15/2015,213112,Severe Injury,Inhalation of harmful substance-single episode,"Frac technicians conducting monitoring operations on water levels of gauging tanks during oil and gas drilling operations are potentially overexposed to air contaminants and respiratory irritants such as chlorine, hydrogen sulfide, and benzene.  Recently, an employee was admitted to the hospital for observation and treatment after suffering from an extreme coughing episode after working a monitoring shift at the worksite.  A second employee was treated and released.",,,Inhalation of harmful substance-single episode,"Chlorine, chlorine bleach","Symptoms involving respiratory system and chest, n.e.c.",,"BUTLER, PENNSYLVANIA","Chlorine, chlorine bleach",YES,YES,"Symptoms involving respiratory system and chest, n.e.c.",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010481,OSHA,2015010481,1/15/2015,311615,Severe Injury,Caught in running equipment or machinery during regular operation,Employee suffered an amputation of his right index finger while putting a bird's leg back into a shackle in the picking room. Employee's finger got caught in the moving shackle.,,,Caught in running equipment or machinery during regular operation,Butchering machinery,Amputations,,"GADSDEN, ALABAMA",Butchering machinery,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010482,OSHA,2015010482,1/15/2015,312111,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ",Employee removed machine guards to check the bearings. The machine engaged and his finger was pinched between the ball gear and bearings. The finger was amputated below the finger nail first knuckle.,,,"Caught in running equipment or machinery during maintenance, cleaning ","Special process machinery, unspecified",Amputations,,"DALLAS, TEXAS","Special process machinery, unspecified",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010484,OSHA,2015010484,1/15/2015,623312,Severe Injury,Fall on same level due to slipping ,"While walking into the dining manager's office from the stove area, an employee slipped on the threshold of the office door and landed on his left elbow and onto his back. Preliminary diagnosis was concussion without loss of consciousness, acute headache, cervical sprain, thoracic spine sprain, and lumbar spine sprain.",,,Fall on same level due to slipping ,"Floor, n.e.c.","Sprains and other injuries, n.e.c.",,"ALTAMONTE SPRINGS, FLORIDA","Floor, n.e.c.",YES,YES,"Sprains and other injuries, n.e.c.",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010487,OSHA,2015010487,1/15/2015,444130,Severe Injury,Other fall to lower level less than 6 feet,An employee fell from the platform of a 3-step ladder when taking products down from the shelf.,,,Other fall to lower level less than 6 feet,Step ladders,"Traumatic injuries and disorders, unspecified",,"ALTAMONTE SPRINGS, FLORIDA",Step ladders,YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010488,OSHA,2015010488,1/15/2015,326122,Severe Injury,Compressed or pinched between two stationary objects,"Employee was rebilling pipe. While placing a spacer board between the pipe and pipe pusher, his finger got caught between the two, skinning the tip of his finger.",,,Compressed or pinched between two stationary objects,"Plastic, PVC, or rubber pipes and tubing",Amputations,,"LUBBOCK, TEXAS","Plastic, PVC, or rubber pipes and tubing",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010489,OSHA,2015010489,1/15/2015,311615,Severe Injury,Caught in running equipment or machinery during regular operation,"On January 15, 2015, at approximately 2:45 a.m., Employee #1 experienced a laceration to the right little finger while operating equipment used to remove the breast and tenders from the bird. The employee was taken to the hospital, where it was determined that a surgical amputation was necessary.",,,Caught in running equipment or machinery during regular operation,Butchering machinery,Amputations,,"PERRY, GEORGIA",Butchering machinery,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010491,OSHA,2015010491,1/15/2015,311615,Severe Injury,Struck against moving part of machinery or equipment,"Following flashlight failure during a pre-op inspection, employee was pointing to sanitation and contacted the belt with the right index finger, avulsing the fingertip and fracturing the bone. Employee was transported to the hospital where the fingertip and bone were amputated.",,,Struck against moving part of machinery or equipment,Butchering machinery,Amputations,,"IRVING, TEXAS",Butchering machinery,YES,YES,Amputations,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010493,OSHA,2015010493,1/15/2015,111310,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ","An employee's finger tip on the right hand was deeply cut when his finger slipped under the conveyer belt while adjusting the tension chain.  

At the McAllen Medical Hospital the doctor amputated the fingertip.",,,"Caught in running equipment or machinery during maintenance, cleaning ",Conveyors-belt,Amputations,,"MISSION, TEXAS",Conveyors-belt,YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010494,OSHA,2015010494,1/15/2015,332991,Severe Injury,"Caught in running equipment or machinery during maintenance, cleaning ","An employee was presetting a roller channel machine.  While presetting the chuck, a jam occurred.  The employee tried to clear the jam.  The pusher activated and pinched the tip of the employee's right index finger.  The employee went to the emergency room, which documented the injury as an amputation.",,,"Caught in running equipment or machinery during maintenance, cleaning ","Metal, woodworking, and special material machinery, unspecified",Amputations,,"HANOVER, PENNSYLVANIA","Metal, woodworking, and special material machinery, unspecified",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010495,OSHA,2015010495,1/15/2015,332999,Severe Injury,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,An employee stuck his leg out of a golf cart while operating it and when he lost control of the buggy due to contact with water or slush on the shop floor his leg struck a pole causing a fracture that required hospitalization and surgery.,,,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,"Golf cart, personnel transport cart",Fractures,,"SHELBY, OHIO","Golf cart, personnel transport cart",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010496,OSHA,2015010496,1/15/2015,336611,Severe Injury,Trip over an object without fall,An employee was walking on a catwalk when he tripped on an object that protruded from the floor of the walkway and broke his left femur.,,,Trip over an object without fall,"Bodily motion or position of injured, ill worker",Fractures,,"PORTSMOUTH, VIRGINIA","Bodily motion or position of injured, ill worker",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010497,OSHA,2015010497,1/15/2015,238320,Severe Injury,"Other fall to lower level, unspecified",Employee fell from the roof while descending a ladder and was hospitalized.,,,"Other fall to lower level, unspecified","Ladders, unspecified","Traumatic injuries and disorders, unspecified",,"DAVIE, FLORIDA","Ladders, unspecified",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010498,OSHA,2015010498,1/15/2015,336214,Severe Injury,"Caught in running equipment or machinery, unspecified","On January 15, 2015, the employee was caught between equipment and suffered serious injuries while operating a saw machine located at 2130 Third Avenue NW in West Fargo, North Dakota.",,,"Caught in running equipment or machinery, unspecified","Sawing machinery-stationary, unspecified","Traumatic injuries and disorders, unspecified",,"WEST FARGO, NORTH DAKOTA","Sawing machinery-stationary, unspecified",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010499,OSHA,2015010499,1/15/2015,332323,Severe Injury,"Other fall to lower level, unspecified",Maintenance employee suffered a hip injury from a fall to a lower level when he fell off a ladder.,,,"Other fall to lower level, unspecified","Ladders, unspecified","Soreness, pain, hurt-nonspecified injury",,"BIRMINGHAM, ALABAMA","Ladders, unspecified",YES,YES,"Soreness, pain, hurt-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010501,OSHA,2015010501,1/15/2015,484121,Severe Injury,"Other fall to lower level, unspecified",Employee fell off of a flatbed tractor trailer bed while strapping down a palletized load.  Employee suffered a leg injury and was taken to a local hospital and admitted.,,,"Other fall to lower level, unspecified","Semi, tractor-trailer, tanker truck","Soreness, pain, hurt-nonspecified injury",,"KINGWOOD, WEST VIRGINIA","Semi, tractor-trailer, tanker truck",YES,YES,"Soreness, pain, hurt-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010502,OSHA,2015010502,1/15/2015,424490,Severe Injury,"Fall on same level, n.e.c. ","Employee was making a delivery and parked the tractor trailer behind Walgreens at 9th & Shipley.  The tractor trailer caught a low hanging wire from overhead poles on the front driver's side corner of the trailer.  The driver attempted to remove the wire from the trailer catwalk and then attempted to remove the corner cap from the trailer.  The cap came loose suddenly, hit the associate in the face, and he fell flat on the roof of the trailer.  He sustained facial and eye injuries, along with spinal injuries, and was admitted to the hospital for treatment.",,,"Fall on same level, n.e.c. ","Semi, tractor-trailer, tanker truck","Soreness, pain, hurt-nonspecified injury",,"WILMINGTON, DELAWARE","Semi, tractor-trailer, tanker truck",YES,YES,"Soreness, pain, hurt-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010503,OSHA,2015010503,1/15/2015,337110,Severe Injury,"Struck by dislodged flying object, particle","While cutting a board at a 45-degree angle, the cut piece jammed and flew back at the employee, hitting the employee's fingers.",,,"Struck by dislodged flying object, particle","Wood pieces, trim pieces, wood scraps, n.e.c.","Soreness, pain, hurt-nonspecified injury",,"MELBOURNE, FLORIDA","Wood pieces, trim pieces, wood scraps, n.e.c.",YES,YES,"Soreness, pain, hurt-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010504,OSHA,2015010504,1/15/2015,238220,Severe Injury,"Rubbed or abraded by friction or pressure, n.e.c.","Employee was bleeding the pressure off a weighted ball used to check stormwater pipes for leaks. The weight of the water inside the PVC pipe caused the ball to slide down the pipe. Employee grabbed the rope strap with his right hand and the strap's force and sharp edge severed his right-thumb tip. 

The finger tip was recovered and delivered to Parkland Hospital, but didn't have enough bone to be reattached.",,,"Rubbed or abraded by friction or pressure, n.e.c.",Strapping,Amputations,,"FARMERS BRANCH, TEXAS",Strapping,YES,YES,Amputations,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,High Pressure/Pneumatic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010505,OSHA,2015010505,1/15/2015,238290,Severe Injury,Other fall to lower level 6 to 10 feet,An employee using a 10-foot A-frame ladder was knocked over when another employee opened a manual overhead door they were working on. The employee fell off the ladder and sustained multiple bone fractures on both forearms and wrists.,,,Other fall to lower level 6 to 10 feet,"Ladders, n.e.c.",Fractures,,"AUSTIN, TEXAS","Ladders, n.e.c.",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010506,OSHA,2015010506,1/15/2015,213112,Severe Injury,"Ignition of vapors, gases, or liquids",Employee burned by flash fire at pumping station while adjusting compressor.,,,"Ignition of vapors, gases, or liquids","Coal, natural gas, petroleum fuels and products, unspecified","Heat (thermal) burns, unspecified",,"LAVERNE, OKLAHOMA","Coal, natural gas, petroleum fuels and products, unspecified",YES,YES,"Heat (thermal) burns, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010509,OSHA,2015010509,1/15/2015,423390,Severe Injury,"Caught in or compressed by equipment or objects, unspecified","On 1/15/2015, employee injured two fingers on his right hand after catching it under a bundle of rebar while operating a side-loader in the yard. Part of the bone of his right ring finger was surgically removed on 1/20/15.",,,"Caught in or compressed by equipment or objects, unspecified","Bars, rods, reinforcing bar (rebar)",Amputations,,"CARLISLE, PENNSYLVANIA","Bars, rods, reinforcing bar (rebar)",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010510,OSHA,2015010510,1/15/2015,322220,Severe Injury,Fall on same level due to slipping ,"Employee was walking from the parking lot to the front entrance of the facility via the sidewalk near the building. About 15 yards from the door, there was a patch of ice on the sidewalk due to drainage (melting/refreezing) from the building. The employee slipped on this ice and fell.  The employee suffered a left hip injury.",,,Fall on same level due to slipping ,"Sidewalks, paths, outdoor walkways, unspecified","Soreness, pain, hurt-nonspecified injury",,"OMAHA, NEBRASKA","Sidewalks, paths, outdoor walkways, unspecified",YES,YES,"Soreness, pain, hurt-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010511,OSHA,2015010511,1/15/2015,325211,Severe Injury,Contact with hot objects or substances,Employee received 2nd and 3rd degree burns from hot liquid plastic while removing a plug.,,,Contact with hot objects or substances,"Plastics, resins, unspecified",Third or fourth degree heat (thermal) burns,,"POINT COMFORT, TEXAS","Plastics, resins, unspecified",YES,YES,Third or fourth degree heat (thermal) burns,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010512,OSHA,2015010512,1/15/2015,339920,Severe Injury,"Contact with objects and equipment, unspecified","On or about January 15, 2015 an employee was injured while working on a CNC lathe which resulted in the employee being hospitalized for over five days from the injuries sustained from the accident.",,,"Contact with objects and equipment, unspecified","Lathes, unspecified",Nonclassifiable,,"DEEP RIVER, CONNECTICUT","Lathes, unspecified",YES,YES,Nonclassifiable,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010514,OSHA,2015010514,1/15/2015,622110,Severe Injury,Injured by physical contact with person while moving that person-unintentional,"Employee was assisting a person who was under the influence into the hospital when the person/patient fell onto the employee, knocking him down and causing him to sustain a fracture to the right ankle.  Employee was hospitalized.",,,Injured by physical contact with person while moving that person-unintentional,Patient ,Fractures,,"SHAKER HEIGHTS, OHIO",Patient ,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010515,OSHA,2015010515,1/15/2015,321113,Severe Injury,Struck against moving part of machinery or equipment,"The employee was operating a Whirlwind pop up saw, cutting 2X2 lumber into 36-inch lengths.  The employee accidentally activated the foot pedal that controls the saw.  When the pedal was depressed, the ""guard"" and 8-inch saw blade came up, amputating the employee's right index, middle, and ring fingers. The employee was brought to the hospital where two of the three fingers were re-attached.  

The incident occurred in the pop-up saw area.",,,Struck against moving part of machinery or equipment,"Sawing machinery-stationary, n.e.c.",Amputations,,"WILLIS, TEXAS","Sawing machinery-stationary, n.e.c.",YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010516,OSHA,2015010516,1/15/2015,491110,Severe Injury,"Other fall to lower level, unspecified","On 1-15-15 at 11:30AM an employee walking down stairway 2 from the third to the second floor fell. The worker has a fractured thoracic spine, a fractured middle finger, a bump on the head, and is having tests on her hip and thigh.",,,"Other fall to lower level, unspecified","Stairs, steps-indoors",Fractures,,"BOSTON, MASSACHUSETTS","Stairs, steps-indoors",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010517,OSHA,2015010517,1/16/2015,238210,Severe Injury,Other fall to lower level less than 6 feet,"An employee was installing a light fixture. He was shocked and fell from the 8-foot, A-frame ladder he was using, with his feet about 4 feet off the ground. When he was shocked, the ladder and he fell in opposite directions. He has some tingling in his right arm and restrictions for both arms until further evaluation.",,,Other fall to lower level less than 6 feet,Step ladders,"Electrocutions, electric shocks",,"KISSIMMEE, FLORIDA",Step ladders,YES,YES,"Electrocutions, electric shocks",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010518,OSHA,2015010518,1/16/2015,442110,Severe Injury,Compressed or pinched by shifting objects or equipment,"Employee was part of a two-man team moving furniture from a customer's location. Employees were moving a large sleep sofa to the ground level when the sofa came into contact with a metal stair rail. The injured employee's finger was between the two objects at one point, and when they came together, they severed the employee's finger below the first joint.",,,Compressed or pinched by shifting objects or equipment,Sofas,Amputations,,"HOUSTON, TEXAS",Sofas,YES,YES,Amputations,Amputation,0.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010519,OSHA,2015010519,1/16/2015,624120,Severe Injury,"Exposure through intact skin, eyes, or other exposed tissue","On or about January 16, 2015, at approximately 2:30 p.m., an employee had an allergic reaction to latex resulting in hospitalization.",,,"Exposure through intact skin, eyes, or other exposed tissue",Latex gloves,Other or unspecified allergic reactions ,,"PLYMOUTH, WISCONSIN",Latex gloves,YES,YES,Other or unspecified allergic reactions ,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010520,OSHA,2015010520,1/16/2015,332999,Severe Injury,Nonclassifiable,An employee working in Department 429 suffered a skull fracture while loading an 88-pound disc on the west side of a 55-ton mechanical press.,,,Nonclassifiable,"Presses, except printing, n.e.c.",Fractures,,"QUINCY, ILLINOIS","Presses, except printing, n.e.c.",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010521,OSHA,2015010521,1/16/2015,333318,Severe Injury,"Caught in running equipment or machinery, unspecified",An employee suffered serious injuries after being caught in a machine that was in motion. Surgery was required.,,,"Caught in running equipment or machinery, unspecified","Machinery, unspecified","Traumatic injuries and disorders, unspecified",,"ITASCA, ILLINOIS","Machinery, unspecified",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Kinetic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010522,OSHA,2015010522,1/16/2015,213112,Severe Injury,"Indirect exposure to electricity, unspecified",Employee received an electric shock when he placed his wrench near an energized bolt on a conductor he was removing.,,,"Indirect exposure to electricity, unspecified",Wrenches-power not determined,"Electrocutions, electric shocks",,"KINGSVILLE, TEXAS",Wrenches-power not determined,YES,YES,"Electrocutions, electric shocks",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Electrical,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010523,OSHA,2015010523,1/16/2015,238220,Severe Injury,"Contact with objects and equipment, n.e.c.","Employee was lowering a boom lift while installing fire protection piping. The hydraulics failed, causing the employee to break the lower left leg.",,,"Contact with objects and equipment, n.e.c.","Boom truck, bucket or basket hoist truck",Fractures,,"WICHITA FALLS, TEXAS","Boom truck, bucket or basket hoist truck",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,High Pressure/Pneumatic,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010524,OSHA,2015010524,1/16/2015,326160,Severe Injury,"Other fall to lower level, unspecified",Employee sustained a fall from a material platform (catwalk) after fixing a jam on the material line.,,,"Other fall to lower level, unspecified",Material and personnel hoists,"Traumatic injuries and disorders, unspecified",,"VALLEY CITY, NORTH DAKOTA",Material and personnel hoists,YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010525,OSHA,2015010525,1/16/2015,488310,Severe Injury,"Pedestrian struck by vehicle in nonroadway area, unspecified",An employee was run over by a forklift and suffered an amputation of his lower left leg.,,,"Pedestrian struck by vehicle in nonroadway area, unspecified","Forklift, order picker, platform truck-powered",Amputations,,"PALMETTO, FLORIDA","Forklift, order picker, platform truck-powered",YES,YES,Amputations,Hospitalization,1.0,1.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010526,OSHA,2015010526,1/16/2015,213111,Severe Injury,"Struck by object or equipment, unspecified","Employee was tightening a strap used to tie down equipment on his truck when the pry bar came out of the hole and hit him in the mouth, fracturing the maxilla bone.",,,"Struck by object or equipment, unspecified",Crowbars,Fractures,,"VICTORIA, TEXAS",Crowbars,YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010527,OSHA,2015010527,1/16/2015,331315,Severe Injury,"Exposure through intact skin, eyes, or other exposed tissue","An employee was hospitalized after a pump seal failed during the repair of a pump. Pennzoil 50H and X850 oil blew into the employee's eyes, throat, and nose, resulting in inflammation and irritation.",,,"Exposure through intact skin, eyes, or other exposed tissue","Coal, natural gas, petroleum fuels and products, n.e.c.","Swelling, inflammation, irritation-nonspecified injury",,"CLARKSBURG, WEST VIRGINIA","Coal, natural gas, petroleum fuels and products, n.e.c.",YES,YES,"Swelling, inflammation, irritation-nonspecified injury",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010528,OSHA,2015010528,1/16/2015,713110,Severe Injury,Other fall to lower level less than 6 feet,"A Disney worker was going down the stairs at the end of her shift.  She fell down 6 or 7 steps and fractured her left arm, which required surgery.",,,Other fall to lower level less than 6 feet,"Stairs, steps, unspecified",Fractures,,"BAY LAKE, FLORIDA","Stairs, steps, unspecified",YES,YES,Fractures,Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Gravity,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010529,OSHA,2015010529,1/16/2015,331221,Severe Injury,Contact with hot objects or substances,An employee was using a handheld torch to cut a hole into steel pipe when the torch hose blew. The employee suffered burns on his hand and was admitted to Lady of Lords Burn Center overnight for treatment.,,,Contact with hot objects or substances,"Welding, cutting, and blow torches","Heat (thermal) burns, unspecified",,"NEW IBERIA, LOUISIANA","Welding, cutting, and blow torches",YES,YES,"Heat (thermal) burns, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Thermal,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
OSHA-2015010530,OSHA,2015010530,1/16/2015,484230,Severe Injury,Nonclassifiable,Forklift Incident.,,,Nonclassifiable,"Forklift, order picker, platform truck-powered","Traumatic injuries and disorders, unspecified",,"AVENEL, NEW JERSEY","Forklift, order picker, platform truck-powered",YES,YES,"Traumatic injuries and disorders, unspecified",Hospitalization,1.0,0.0,0.0,0,INSUFFICIENT_INFORMATION,Unknown,,,,INSUFFICIENT_INFORMATION,Evidence Assessment (Observed Severity != SIF Precursor),HIGH,OSHA Severe Injury Reports
